Combination,Binding_Entity,Antigen,Seed,Approx_DeltaG_kcal_per_mol,Prodigy_DeltaG_kcal_per_mol,Contacts,Model_Path,Antibody_Type,Is_Scaled
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,4,-45.7,-10.5,457,results\model_directory\fold_nbalb_8y9t_mcherry_seed_4_model_3.cif,1,False
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,4,-37.7,-9.4,377,results\model_directory\fold_nbalb_8y9t_mcherry_seed_4_model_4.cif,1,False
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,5,-34.0,-9.3,340,results\model_directory\fold_nbalb_8y9t_mcherry_seed_5_model_0.cif,1,False
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,5,-35.0,-10.2,350,results\model_directory\fold_nbalb_8y9t_mcherry_seed_5_model_1.cif,1,False
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,5,-29.900000000000002,-8.0,299,results\model_directory\fold_nbalb_8y9t_mcherry_seed_5_model_2.cif,1,False
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,5,-41.300000000000004,-9.1,413,results\model_directory\fold_nbalb_8y9t_mcherry_seed_5_model_3.cif,1,False
nbalb_8y9t_mcherry,nbalb_8y9t,mcherry,5,-46.0,-9.5,460,results\model_directory\fold_nbalb_8y9t_mcherry_seed_5_model_4.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,1,-59.7,-11.7,597,results\model_directory\fold_nbalb_8y9t_sars_seed_1_model_0.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,1,-42.0,-12.0,420,results\model_directory\fold_nbalb_8y9t_sars_seed_1_model_1.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,1,-62.300000000000004,-15.0,623,results\model_directory\fold_nbalb_8y9t_sars_seed_1_model_2.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,1,-41.2,-10.2,412,results\model_directory\fold_nbalb_8y9t_sars_seed_1_model_3.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,1,-32.7,-9.5,327,results\model_directory\fold_nbalb_8y9t_sars_seed_1_model_4.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,2,-42.400000000000006,-11.3,424,results\model_directory\fold_nbalb_8y9t_sars_seed_2_model_0.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,2,-39.7,-10.2,397,results\model_directory\fold_nbalb_8y9t_sars_seed_2_model_1.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,2,-30.700000000000003,-9.3,307,results\model_directory\fold_nbalb_8y9t_sars_seed_2_model_2.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,2,-38.5,-11.5,385,results\model_directory\fold_nbalb_8y9t_sars_seed_2_model_3.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,2,-40.2,-10.4,402,results\model_directory\fold_nbalb_8y9t_sars_seed_2_model_4.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,3,-48.400000000000006,-11.5,484,results\model_directory\fold_nbalb_8y9t_sars_seed_3_model_0.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,3,-63.2,-12.2,632,results\model_directory\fold_nbalb_8y9t_sars_seed_3_model_1.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,3,-43.400000000000006,-11.0,434,results\model_directory\fold_nbalb_8y9t_sars_seed_3_model_2.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,3,-55.900000000000006,-12.2,559,results\model_directory\fold_nbalb_8y9t_sars_seed_3_model_3.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,3,-35.300000000000004,-9.1,353,results\model_directory\fold_nbalb_8y9t_sars_seed_3_model_4.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,4,-58.800000000000004,-12.9,588,results\model_directory\fold_nbalb_8y9t_sars_seed_4_model_0.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,4,-41.0,-11.1,410,results\model_directory\fold_nbalb_8y9t_sars_seed_4_model_1.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,4,-47.1,-11.7,471,results\model_directory\fold_nbalb_8y9t_sars_seed_4_model_2.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,4,-54.6,-12.0,546,results\model_directory\fold_nbalb_8y9t_sars_seed_4_model_3.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,4,-41.800000000000004,-9.4,418,results\model_directory\fold_nbalb_8y9t_sars_seed_4_model_4.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,5,-54.900000000000006,-11.7,549,results\model_directory\fold_nbalb_8y9t_sars_seed_5_model_0.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,5,-52.7,-12.0,527,results\model_directory\fold_nbalb_8y9t_sars_seed_5_model_1.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,5,-52.7,-12.3,527,results\model_directory\fold_nbalb_8y9t_sars_seed_5_model_2.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,5,-44.6,-11.1,446,results\model_directory\fold_nbalb_8y9t_sars_seed_5_model_3.cif,1,False
nbalb_8y9t_sars,nbalb_8y9t,sars,5,-50.400000000000006,-11.6,504,results\model_directory\fold_nbalb_8y9t_sars_seed_5_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,1,-24.200000000000003,-6.9,242,results\model_directory\fold_nbgfp_6xzf_alb_seed_1_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,1,-51.1,-11.4,511,results\model_directory\fold_nbgfp_6xzf_alb_seed_1_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,1,-124.5,-15.4,1245,results\model_directory\fold_nbgfp_6xzf_alb_seed_1_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,1,-43.400000000000006,-9.9,434,results\model_directory\fold_nbgfp_6xzf_alb_seed_1_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,1,-39.800000000000004,-8.2,398,results\model_directory\fold_nbgfp_6xzf_alb_seed_1_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,10,-42.0,-10.3,420,results\model_directory\fold_nbgfp_6xzf_alb_seed_10_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,10,-81.9,-11.1,819,results\model_directory\fold_nbgfp_6xzf_alb_seed_10_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,10,-41.800000000000004,-9.5,418,results\model_directory\fold_nbgfp_6xzf_alb_seed_10_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,10,-40.1,-9.8,401,results\model_directory\fold_nbgfp_6xzf_alb_seed_10_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,10,-54.800000000000004,-10.1,548,results\model_directory\fold_nbgfp_6xzf_alb_seed_10_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,2,-44.0,-10.3,440,results\model_directory\fold_nbgfp_6xzf_alb_seed_2_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,2,-43.900000000000006,-10.7,439,results\model_directory\fold_nbgfp_6xzf_alb_seed_2_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,2,-35.9,-8.6,359,results\model_directory\fold_nbgfp_6xzf_alb_seed_2_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,2,-29.8,-8.9,298,results\model_directory\fold_nbgfp_6xzf_alb_seed_2_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,2,-30.0,-8.5,300,results\model_directory\fold_nbgfp_6xzf_alb_seed_2_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,3,-41.1,-10.3,411,results\model_directory\fold_nbgfp_6xzf_alb_seed_3_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,3,-32.1,-9.4,321,results\model_directory\fold_nbgfp_6xzf_alb_seed_3_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,3,-43.300000000000004,-10.1,433,results\model_directory\fold_nbgfp_6xzf_alb_seed_3_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,3,-28.0,-8.6,280,results\model_directory\fold_nbgfp_6xzf_alb_seed_3_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,3,-50.2,-10.5,502,results\model_directory\fold_nbgfp_6xzf_alb_seed_3_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,4,-29.6,-8.7,296,results\model_directory\fold_nbgfp_6xzf_alb_seed_4_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,4,-50.7,-11.6,507,results\model_directory\fold_nbgfp_6xzf_alb_seed_4_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,4,-40.1,-11.7,401,results\model_directory\fold_nbgfp_6xzf_alb_seed_4_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,4,-42.5,-10.4,425,results\model_directory\fold_nbgfp_6xzf_alb_seed_4_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,4,-95.2,-12.9,952,results\model_directory\fold_nbgfp_6xzf_alb_seed_4_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,5,-33.800000000000004,-9.2,338,results\model_directory\fold_nbgfp_6xzf_alb_seed_5_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,5,-43.300000000000004,-11.1,433,results\model_directory\fold_nbgfp_6xzf_alb_seed_5_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,5,-125.30000000000001,-16.8,1253,results\model_directory\fold_nbgfp_6xzf_alb_seed_5_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,5,-57.5,-9.0,575,results\model_directory\fold_nbgfp_6xzf_alb_seed_5_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,5,-14.0,-6.3,140,results\model_directory\fold_nbgfp_6xzf_alb_seed_5_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,6,-41.900000000000006,-10.1,419,results\model_directory\fold_nbgfp_6xzf_alb_seed_6_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,6,-27.200000000000003,-9.9,272,results\model_directory\fold_nbgfp_6xzf_alb_seed_6_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,6,-54.5,-11.1,545,results\model_directory\fold_nbgfp_6xzf_alb_seed_6_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,6,-56.800000000000004,-10.1,568,results\model_directory\fold_nbgfp_6xzf_alb_seed_6_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,6,-35.2,-10.8,352,results\model_directory\fold_nbgfp_6xzf_alb_seed_6_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,7,-30.1,-9.1,301,results\model_directory\fold_nbgfp_6xzf_alb_seed_7_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,7,-70.4,-10.8,704,results\model_directory\fold_nbgfp_6xzf_alb_seed_7_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,7,-57.7,-11.2,577,results\model_directory\fold_nbgfp_6xzf_alb_seed_7_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,7,-32.4,-8.7,324,results\model_directory\fold_nbgfp_6xzf_alb_seed_7_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,7,-32.300000000000004,-8.5,323,results\model_directory\fold_nbgfp_6xzf_alb_seed_7_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,8,-41.800000000000004,-10.4,418,results\model_directory\fold_nbgfp_6xzf_alb_seed_8_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,8,-36.2,-10.0,362,results\model_directory\fold_nbgfp_6xzf_alb_seed_8_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,8,-73.4,-12.7,734,results\model_directory\fold_nbgfp_6xzf_alb_seed_8_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,8,-42.6,-10.4,426,results\model_directory\fold_nbgfp_6xzf_alb_seed_8_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,8,-17.400000000000002,-7.6,174,results\model_directory\fold_nbgfp_6xzf_alb_seed_8_model_4.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,9,-24.8,-8.2,248,results\model_directory\fold_nbgfp_6xzf_alb_seed_9_model_0.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,9,-44.400000000000006,-9.7,444,results\model_directory\fold_nbgfp_6xzf_alb_seed_9_model_1.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,9,-12.600000000000001,-7.7,126,results\model_directory\fold_nbgfp_6xzf_alb_seed_9_model_2.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,9,-30.900000000000002,-9.5,309,results\model_directory\fold_nbgfp_6xzf_alb_seed_9_model_3.cif,1,False
nbgfp_6xzf_alb,nbgfp_6xzf,alb,9,-70.60000000000001,-12.5,706,results\model_directory\fold_nbgfp_6xzf_alb_seed_9_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,1,-48.800000000000004,-8.3,488,results\model_directory\fold_nbgfp_6xzf_gfp_seed_1_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,1,-51.400000000000006,-8.3,514,results\model_directory\fold_nbgfp_6xzf_gfp_seed_1_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,1,-49.7,-8.5,497,results\model_directory\fold_nbgfp_6xzf_gfp_seed_1_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,1,-50.300000000000004,-8.5,503,results\model_directory\fold_nbgfp_6xzf_gfp_seed_1_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,1,-55.2,-9.3,552,results\model_directory\fold_nbgfp_6xzf_gfp_seed_1_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,10,-60.300000000000004,-9.8,603,results\model_directory\fold_nbgfp_6xzf_gfp_seed_10_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,10,-53.6,-8.8,536,results\model_directory\fold_nbgfp_6xzf_gfp_seed_10_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,10,-51.900000000000006,-8.8,519,results\model_directory\fold_nbgfp_6xzf_gfp_seed_10_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,10,-49.0,-8.5,490,results\model_directory\fold_nbgfp_6xzf_gfp_seed_10_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,10,-51.800000000000004,-8.8,518,results\model_directory\fold_nbgfp_6xzf_gfp_seed_10_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,2,-54.5,-9.1,545,results\model_directory\fold_nbgfp_6xzf_gfp_seed_2_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,2,-49.5,-8.4,495,results\model_directory\fold_nbgfp_6xzf_gfp_seed_2_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,2,-51.400000000000006,-8.9,514,results\model_directory\fold_nbgfp_6xzf_gfp_seed_2_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,2,-49.0,-8.3,490,results\model_directory\fold_nbgfp_6xzf_gfp_seed_2_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,2,-48.5,-8.5,485,results\model_directory\fold_nbgfp_6xzf_gfp_seed_2_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,3,-53.1,-8.9,531,results\model_directory\fold_nbgfp_6xzf_gfp_seed_3_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,3,-50.400000000000006,-8.4,504,results\model_directory\fold_nbgfp_6xzf_gfp_seed_3_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,3,-48.900000000000006,-8.6,489,results\model_directory\fold_nbgfp_6xzf_gfp_seed_3_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,3,-51.800000000000004,-8.6,518,results\model_directory\fold_nbgfp_6xzf_gfp_seed_3_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,3,-52.1,-9.0,521,results\model_directory\fold_nbgfp_6xzf_gfp_seed_3_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,4,-49.5,-8.5,495,results\model_directory\fold_nbgfp_6xzf_gfp_seed_4_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,4,-49.800000000000004,-8.3,498,results\model_directory\fold_nbgfp_6xzf_gfp_seed_4_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,4,-49.0,-8.4,490,results\model_directory\fold_nbgfp_6xzf_gfp_seed_4_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,4,-50.1,-8.4,501,results\model_directory\fold_nbgfp_6xzf_gfp_seed_4_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,4,-51.0,-8.4,510,results\model_directory\fold_nbgfp_6xzf_gfp_seed_4_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,5,-50.0,-8.5,500,results\model_directory\fold_nbgfp_6xzf_gfp_seed_5_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,5,-48.6,-8.4,486,results\model_directory\fold_nbgfp_6xzf_gfp_seed_5_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,5,-49.800000000000004,-8.4,498,results\model_directory\fold_nbgfp_6xzf_gfp_seed_5_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,5,-50.0,-8.6,500,results\model_directory\fold_nbgfp_6xzf_gfp_seed_5_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,5,-50.5,-8.4,505,results\model_directory\fold_nbgfp_6xzf_gfp_seed_5_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,6,-51.300000000000004,-8.6,513,results\model_directory\fold_nbgfp_6xzf_gfp_seed_6_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,6,-50.2,-8.5,502,results\model_directory\fold_nbgfp_6xzf_gfp_seed_6_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,6,-49.0,-8.5,490,results\model_directory\fold_nbgfp_6xzf_gfp_seed_6_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,6,-54.6,-9.1,546,results\model_directory\fold_nbgfp_6xzf_gfp_seed_6_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,6,-50.7,-8.4,507,results\model_directory\fold_nbgfp_6xzf_gfp_seed_6_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,7,-49.1,-8.4,491,results\model_directory\fold_nbgfp_6xzf_gfp_seed_7_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,7,-55.1,-9.7,551,results\model_directory\fold_nbgfp_6xzf_gfp_seed_7_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,7,-51.7,-8.9,517,results\model_directory\fold_nbgfp_6xzf_gfp_seed_7_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,7,-50.2,-8.4,502,results\model_directory\fold_nbgfp_6xzf_gfp_seed_7_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,7,-52.2,-8.4,522,results\model_directory\fold_nbgfp_6xzf_gfp_seed_7_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,8,-49.6,-8.3,496,results\model_directory\fold_nbgfp_6xzf_gfp_seed_8_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,8,-49.7,-8.3,497,results\model_directory\fold_nbgfp_6xzf_gfp_seed_8_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,8,-53.5,-9.0,535,results\model_directory\fold_nbgfp_6xzf_gfp_seed_8_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,8,-53.800000000000004,-8.9,538,results\model_directory\fold_nbgfp_6xzf_gfp_seed_8_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,8,-49.900000000000006,-8.9,499,results\model_directory\fold_nbgfp_6xzf_gfp_seed_8_model_4.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,9,-49.6,-8.7,496,results\model_directory\fold_nbgfp_6xzf_gfp_seed_9_model_0.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,9,-50.2,-8.5,502,results\model_directory\fold_nbgfp_6xzf_gfp_seed_9_model_1.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,9,-48.300000000000004,-8.4,483,results\model_directory\fold_nbgfp_6xzf_gfp_seed_9_model_2.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,9,-49.2,-8.2,492,results\model_directory\fold_nbgfp_6xzf_gfp_seed_9_model_3.cif,1,False
nbgfp_6xzf_gfp,nbgfp_6xzf,gfp,9,-56.5,-9.4,565,results\model_directory\fold_nbgfp_6xzf_gfp_seed_9_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,1,-26.400000000000002,-9.8,264,results\model_directory\fold_nbgfp_6xzf_lys_seed_1_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,1,-28.1,-8.7,281,results\model_directory\fold_nbgfp_6xzf_lys_seed_1_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,1,-19.900000000000002,-8.8,199,results\model_directory\fold_nbgfp_6xzf_lys_seed_1_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,1,-37.6,-9.4,376,results\model_directory\fold_nbgfp_6xzf_lys_seed_1_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,1,-24.3,-8.6,243,results\model_directory\fold_nbgfp_6xzf_lys_seed_1_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,10,-34.5,-9.2,345,results\model_directory\fold_nbgfp_6xzf_lys_seed_10_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,10,-26.8,-9.6,268,results\model_directory\fold_nbgfp_6xzf_lys_seed_10_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,10,-46.300000000000004,-11.3,463,results\model_directory\fold_nbgfp_6xzf_lys_seed_10_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,10,-40.0,-10.8,400,results\model_directory\fold_nbgfp_6xzf_lys_seed_10_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,10,-29.6,-9.7,296,results\model_directory\fold_nbgfp_6xzf_lys_seed_10_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,2,-33.6,-10.7,336,results\model_directory\fold_nbgfp_6xzf_lys_seed_2_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,2,-31.6,-8.9,316,results\model_directory\fold_nbgfp_6xzf_lys_seed_2_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,2,-28.5,-10.3,285,results\model_directory\fold_nbgfp_6xzf_lys_seed_2_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,2,-29.5,-9.9,295,results\model_directory\fold_nbgfp_6xzf_lys_seed_2_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,2,-41.6,-9.6,416,results\model_directory\fold_nbgfp_6xzf_lys_seed_2_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,3,-32.2,-10.3,322,results\model_directory\fold_nbgfp_6xzf_lys_seed_3_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,3,-28.5,-9.9,285,results\model_directory\fold_nbgfp_6xzf_lys_seed_3_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,3,-39.1,-10.6,391,results\model_directory\fold_nbgfp_6xzf_lys_seed_3_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,3,-30.400000000000002,-9.6,304,results\model_directory\fold_nbgfp_6xzf_lys_seed_3_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,3,-26.400000000000002,-10.5,264,results\model_directory\fold_nbgfp_6xzf_lys_seed_3_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,4,-42.300000000000004,-9.5,423,results\model_directory\fold_nbgfp_6xzf_lys_seed_4_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,4,-30.1,-9.5,301,results\model_directory\fold_nbgfp_6xzf_lys_seed_4_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,4,-39.0,-10.0,390,results\model_directory\fold_nbgfp_6xzf_lys_seed_4_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,4,-32.9,-9.8,329,results\model_directory\fold_nbgfp_6xzf_lys_seed_4_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,4,-21.0,-8.7,210,results\model_directory\fold_nbgfp_6xzf_lys_seed_4_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,5,-38.300000000000004,-8.7,383,results\model_directory\fold_nbgfp_6xzf_lys_seed_5_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,5,-26.1,-8.7,261,results\model_directory\fold_nbgfp_6xzf_lys_seed_5_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,5,-40.400000000000006,-9.6,404,results\model_directory\fold_nbgfp_6xzf_lys_seed_5_model_2.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,5,-30.8,-9.2,308,results\model_directory\fold_nbgfp_6xzf_lys_seed_5_model_3.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,5,-42.1,-9.1,421,results\model_directory\fold_nbgfp_6xzf_lys_seed_5_model_4.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,6,-36.6,-9.4,366,results\model_directory\fold_nbgfp_6xzf_lys_seed_6_model_0.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,6,-23.8,-8.6,238,results\model_directory\fold_nbgfp_6xzf_lys_seed_6_model_1.cif,1,False
nbgfp_6xzf_lys,nbgfp_6xzf,lys,6,-28.6,-9.1,286,results\model_directory\fold_nbgfp_6xzf_lys_seed_6_model_2.cif,1,False
